competitors_name,country,total,place,judging,finals,competition_type,competition,location,date,url,img_url
Heather Hei Man Kam,Hong Kong,9,3,9,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Ameera Klement,Germany,24,8,24,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Nittaya Kongthun,Thailand,4,1,4,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Pricila Rodrigues,Brazil,5,2,5,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Kana Suzuki,Japan,12,4,12,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Wendy Tsai,Taiwan,21,7,21,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Jiaqi Wei,China,15,5,15,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Hongmei Zhou,China,18,6,18,,Women's Bikini,2024-musclecontest-japan-pro,"Kawasaki,Japan",2024-02-11,https://www.ifbbpro.com/competition/2024-musclecontest-japan-pro/,https://ifbbpro.com/wp-content/uploads/2024/02/2024japanPRO_021124_scorecardBIK-800x624.jpg
Abdullah Al Salem,Kuwait,12,4,12,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Carlos Asiedu Ocran,China,3,1,3,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Ilya Kvashnin,Russia,24,8,24,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Khrisna Purnama Putra,Indonesia,6,2,6,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Yiming Wei,China,9,3,9,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Ren Yi Xie,China,18,6,18,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Han Yang,China,21,7,21,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Xingwang Yang,China,15,5,15,,Men's Physique,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Xinyi Chen,China,9,3,9,,Women's Bikini,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Heather Hei Man Kam,Hong Kong,6,2,6,,Women's Bikini,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Jiaqi Wei,China,3,1,3,,Women's Bikini,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Hongmei Zhou,China,12,4,12,,Women's Bikini,2024-china-pro,"Shanghai,China",2024-03-01,https://www.ifbbpro.com/competition/2024-china-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024chinaPRO_030124_scorecard-800x830.jpg
Josue Fabiano,Brazil,15,3,15,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Harold Kelley,United States,20,4,20,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Gabriele Andriulli,Italy,10,2,10,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Bradley Betts,United States,31,6,31,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Gaylon Grigsby,United States,25,5,25,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Rajesh John,India,5,1,5,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Leonard Harmon,United States,34,7,34,,Men's Wheelchair,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Amanda Marques Pereira,Brazil,50,10,50,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Eli Fernandez,Mexico,29,6,29,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Tamekia Carter,United States,55,11,55,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Vania Auguste,United States,15,3,15,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Ottavia Mazza,Italy,40,8,40,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Aimee Delgado,United States,8,2,8,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Phoebe Hagan,United Kingdom,26,5,26,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Rhoda Allie,Canada,35,7,35,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Ivanna Escandar,Spain,45,9,45,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Angelica Teixeira,United States,20,4,20,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Lauralie Chapados,United States,7,1,7,,Women's Bikini,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard2-800x772.jpg
Akim Williams,United States,55,6,35,20,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Antoine Vaillant,Canada,65,7,30,35,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Justin Rodriguez,United States,80,8,40,40,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Rafael Brandao,Brazil,30,3,15,15,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Jonathan Delarosa,United States,48,4,23,25,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Samson Dauda,United Kingdom,20,2,10,10,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Hadi Choopan,Iran,10,1,5,5,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
James Hollingshead,United Kingdom,53,5,23,30,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Horse Marcello De Angelis,Brazil,90,9,45,45,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Mohamed Shaaban Elimbabi,United States,100,10,50,50,Men's Bodybuilding,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Kyron Holden,United States,19,4,19,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Corey Morris,United States,25,5,25,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Diogo Montenegro,Brazil,5,1,5,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Andres Ramos,United States,50,10,50,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Vitor Chaves,Brazil,16,3,16,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Vinicius Mateus Vieira Lima,Brazil,10,2,10,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Emmanuel Costa,Brazil,44,9,44,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Emanual Hunter,United States,30,6,30,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Jonas Jamena,United States,42,8,42,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Mahmood Al-Maghrabi,Bahrain,55,11,55,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Ismael Martinez Dominguez,Mexico,35,7,35,,Men's Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day2scorecard1-800x1059.jpg
Amanda Burnett,United States,40,8,40,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Isabelle Pereira Nunes,United States,10,2,10,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Sandra Colorado Acal,Spain,17,3,17,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Lili Dong,United States,25,5,25,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Andrea Hrenko,United States,55,11,55,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Courtney Starr,United States,45,9,45,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Hye Yoon Kim,South Korea,35,7,35,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Anne-Marie Gobeil,Canada,30,6,30,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Johanna Calcano,United States,50,10,50,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Francielle Mattos,Brazil,5,1,5,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Bruna Seredich,United States,18,4,18,,Women's Wellness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard2-800x470.jpg
Urs Kalecinski,Germany,16,3,16,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Damien Patrick,United States,30,6,30,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Wesley Vissers,Netherlands,7,1,7,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Ramon Rocha Queiroz,Brazil,8,2,8,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Michael Daboul,United Kingdom,25,5,25,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Kendahl Richmond,United States,49,10,49,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Emanuele Ricotti,Italy,35,7,35,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Eric Brown Jr,United States,46,9,46,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Darren Farrell,United Arab Emirates,40,8,40,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Breon Ansley,United States,19,4,19,,Men's Classic Physique,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Tamara Vahn,Canada,92,6,10,82,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Ariel Khadr,United States,32,1,20,12,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Aurika Tyrgale,Russia,86,5,30,56,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Abby Bolton,Canada,147,10,55,92,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Jodi Boam,Canada,47,3,5,42,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Jaclyn Baker,United States,43,2,25,18,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Nikolett Szabo,Hungary,168,12,60,108,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Anna Fomina,United States,118,8,38,80,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Minna Helena Pajulahti,Finland,133,9,37,96,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Danielle Chikeles,United States,150,11,50,100,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Michelle Fredua-Mensah,United Kingdom,49,4,15,34,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Tiffany Chandler,United States,109,7,45,64,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Juliana Mota,France,10,2,10,,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Sandra Colorado Acal,Spain,15,3,15,,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Leonida Ciobu,Moldova,5,1,5,,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Rosa Benadero Munoz,Spain,20,4,20,,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
