competitors_name,country,total,place,judging,finals,competition_type,competition,location,date,url,img_url
Karen Wright,Canada,5,1,5,,Women's Figure - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp8-800x861.jpg
Mari Rossi,United States,35,7,35,,Women's Figure - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp8-800x861.jpg
Rene Brosch,"Thornton, CO",15,1,5,10,Women's Fitness - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Elizabeth Maurice,"New York, NY",30,2,10,20,Women's Fitness - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Marta Fonseca,Canada,12,2,12,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Wendy Ford,"Spring, TX",25,5,25,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Constance Jones,"Charlotte, NC",5,1,5,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Alisa K,"Arvada, CO",68,14,68,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Lisa Lachowski,"Niles, OH",47,9,47,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Ella Proksch,Canada,50,10,50,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Kim Gramlich,Canada,35,7,35,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Melissa Hardesty,"Bowling Green, KY",13,3,13,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Evelyn Kennedy,"Hatboro, PA",62,12,62,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Kathryn Morrissey,"Virginia Beach, VA",21,4,21,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Starr Parnell,"Richmond, TX",64,13,64,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Christina Patrick,"Kingsville, MD",29,6,29,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Katrina Roundtree,"Laurel, MD",74,15,74,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Lauren Roussel,"Aliquippa, PA",53,11,53,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Melissa Zingale,United States,40,8,40,,Women's Figure - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp7-800x656.jpg
Renee Covell,"Auburn, PA",42,8,42,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Shea Menchaca,"Lago Vista, TX",43,9,43,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Tembree Murphy,"Lexington, KY",34,7,34,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Tracy Smith,"Lewis Center, OH",5,1,5,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Sachi Butler,"Las Vegas, NV",26,5,26,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Amy Delgado,"Joliet, IL",30,6,30,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Issis Syhler,Denmark,-,-,-,-,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Christy Tourangeau,"Berkley, MI",15,3,15,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Pamela Porter,United States,20,4,20,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Shelley Mcclure,United States,10,2,10,,Women's Bodybuilding - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Renee Covell,"Auburn, PA",43,9,43,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Robyn Mays,"Worcester, MA",5,1,5,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Shea Menchaca,"Lago Vista, TX",34,7,34,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Tembree Murphy,"Lexington, KY",31,6,31,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Tracy Smith,"Lewis Center, OH",11,2,11,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Christine Ware,"Marietta, GA",21,4,21,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Laura Zuniga,"Scottsdale, AZ",42,8,42,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Pamela Porter,United States,24,5,24,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Shelley Mcclure,United States,14,3,14,,Women's Bodybuilding - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Ellen Bello,"Hackettstown, NJ",25,5,25,,Women's Bodybuilding - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Carmen Brady,"Santa Cruz, CA",12,2,12,,Women's Bodybuilding - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Linda Childersperry,"Lubbock, TX",13,3,13,,Women's Bodybuilding - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Kimberly Mcmurren,"Greeley, CO",20,4,20,,Women's Bodybuilding - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Shelley Mcclure,United States,5,1,5,,Women's Bodybuilding - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Linda Kilhoffer,"St Louis, MO",5,1,5,,Women's Bodybuilding - Masters 70+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Rebecca Woody,"Kansas City, MO",10,2,10,,Women's Bodybuilding - Masters 70+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp6-800x1093.jpg
Paulie James Polito,"Girard, OH",28,6,28,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Denny Singh,"Chicago, IL",38,8,38,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Edwin Aboulian,Canada,48,10,48,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Michael Ferguson,"Memphis, TN",20,4,20,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Kevin Johnson,"Humble, TX",16,3,16,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Jason Peterson,"West Grove, PA",26,5,26,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Lamar Tate,"Burnsville, MN",36,7,36,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Alex Woodson,"Golden Valley, MN",6,1,6,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Ddub Freeman,"Perris, CA",9,2,9,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Corey Mcfadden,"Charlotte, NC",47,9,47,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Dennis Miranda,"Las Vegas, NV",55,11,55,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Jason Alan Robinson,"Centennial, CO",60,12,60,,Men's Physique - Masters 40+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Paulie James Polito,"Girard, OH",30,6,30,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Edwin Aboulian,Canada,41,8,41,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Michael Anderson,"Cleveland, OH",20,4,20,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Michael Ferguson,"Memphis, TN",15,3,15,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Kevin Johnson,"Humble, TX",10,2,10,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Jason Peterson,"West Grove, PA",25,5,25,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Lamar Tate,"Burnsville, MN",35,7,35,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Alex Woodson,"Golden Valley, MN",5,1,5,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Brook Corbitt,United States,44,9,44,,Men's Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Ken Davis,"Montclair, NJ",40,8,40,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Kepeli Robbins,"Wailuku, HI",8,2,8,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Eric Funston,United States,30,6,30,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Martin Burger,"Hollywood, FL",18,4,18,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Willie Carroll,"Aliso Viejo, CA",24,5,24,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Sam Dahilig,"Roseville, CA",35,7,35,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
David Melseather,"Burnsville, MN",17,3,17,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Brook Corbitt,United States,7,1,7,,Men's Physique - Masters 60+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp5-800x1100.jpg
Zaid Adamo,Canada,33,7,33,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Kepeli Robbins,"Wailuku, HI",-,-,-,-,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Les Beecher,"Grantsville, UT",5,1,5,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Eric Funston,United States,-,-,-,-,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Farzad Ghotbi,Canada,25,5,25,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Brad Helm,"Pueblo, CO",15,3,15,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Mike Hopson,"Bridgeport, PA",32,6,32,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Allen Kendrick,"Laveen, AZ",20,4,20,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Torres Scott Mabry,"Beavercreek, OH",55,11,55,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
Dean Ogata,"Honolulu, HI",44,9,44,,Men's Classic Physique - Masters 50+,2024-pro-masters-world-championships,"Pittsburgh,Pennsylvania",2024-09-01,https://www.ifbbpro.com/competition/2024-pro-masters-world-championships/,https://www.ifbbpro.com/wp-content/uploads/2024/02/2024mastersworldsPRO_090124_resultsp4-800x721.jpg
